0.011609977,0
0.017414966,0
0.023219955,0
0.029024943,0
0.034829932,0
0.040634921,0
0.046439909,0
0.052244898,0
0.058049887,0
0.063854875,0
0.069659864,0.01,0.01
18.744308390,0.56572,0.146082,0.0465935,0.758395
18.750113379,0.463484,0.141443,0.0713815,0.676308
18.755918367,0.498819,0.162908,0.0696909,0.731418
18.761723356,0.576297,0.15464,0.0665524,0.79749
18.767528345,0.587124,0.142565,0.0210579,0.750747
18.773333333,0.611042,0.111191,0.0137125,0.735946
18.779138322,0.526208,0.117275,0.0249623,0.668445
18.784943311,0.487908,0.163882,0.013979,0.665769
18.790748299,0.575719,0.169094,0.052232,0.797045
18.796553288,0.495663,0.147643,0.074511,0.717818
18.802358277,0.448437,0.134621,0.0664632,0.649521
18.808163265,0.402607,0.0580275,0.065719,0.526353
18.813968254,0.310836,0.0723252,0.0251957,0.408357
18.819773243,0.362302,0.0994495,0.0182485,0.48
18.825578231,0.49516,0.106102,0.0252831,0.626544
18.831383220,0.433039,0.12538,0.076899,0.635319
18.837188209,0.378881,0.125319,0.0929315,0.597132
18.842993197,0.451611,0.122197,0.102131,0.675938
18.848798186,0.402874,0.115685,0.0973592,0.615918
18.854603175,0.403007,0.131259,0.097336,0.631601
18.860408163,0.387229,0.120973,0.105034,0.613236
18.866213152,0.337319,0.111183,0.106813,0.555315
18.872018141,0.343118,0.113302,0.110695,0.567115
18.877823129,0.350924,0.118655,0.10783,0.577409
18.883628118,0.357708,0.114952,0.109004,0.581664
18.889433107,0.35816,0.109903,0.109903,0.577966
18.895238095,0.426665,0.147461,0.0839909,0.658116
18.901043084,0.595387,0.147548,0.0534537,0.796388
18.906848073,0.608323,0.0673665,0.0591374,0.734827
18.912653061,0.419001,0.077798,0.0611819,0.557981
18.918458050,0.385679,0.0456274,0.102604,0.533911
18.924263039,0.276678,0.146166,0.390863,0.813707
18.930068027,0.282874,0.282874,0.332588,0.898337
18.935873016,0.352321,0.0879361,0.118583,0.55884
18.941678005,0.317669,0.0856822,0.106576,0.509927
18.947482993,0.490988,0.145621,0.0642192,0.700828
18.953287982,0.619432,0.127865,0.0201622,0.767459
18.959092971,0.589524,0.072155,0.00177243,0.663451
18.964897959,0.565812,0.0147133,0.000710315,0.581235
18.970702948,0.493309,0.0293656,0.0110205,0.533695
18.976507937,0.457601,0.0521622,0.015693,0.525457
18.982312925,0.467758,0.0594813,0.0594813,0.586721
18.988117914,0.471091,0.104607,0.0586338,0.634332
18.993922902,0.508105,0.10925,0.0408271,0.658182
18.999727891,0.518269,0.0920458,0.0277295,0.638044
19.005532880,0.611552,0.0989137,0.0256886,0.736154
19.011337868,0.42875,0.0407867,0.0162582,0.485795
19.017142857,0.461652,0.046203,0.0187762,0.526631
19.022947846,0.462843,0.0136026,0.0160991,0.492545
19.028752834,0.249393,0.0120636,0.0168383,0.278295
19.034557823,0.367508,0.0470246,0.022737,0.43727
19.040362812,0.423973,0.044676,0.044676,0.513325
19.046167800,0.31252,0.0818648,0.0740034,0.468388
19.051972789,0.370385,0.135223,0.0815308,0.587138
19.057777778,0.494179,0.161888,0.0791918,0.735259
19.063582766,0.483122,0.152666,0.0806518,0.716439
19.069387755,0.413588,0.120506,0.102149,0.636243
19.075192744,0.403667,0.114346,0.114346,0.632358
19.080997732,0.35172,0.10589,0.112291,0.569902
19.086802721,0.346733,0.113023,0.107835,0.567591
19.092607710,0.355232,0.118035,0.108191,0.581458
19.098412698,0.345781,0.111683,0.111683,0.569147
19.104217687,0.339166,0.110638,0.112051,0.561854
19.110022676,0.337777,0.111111,0.111111,0.559998
19.115827664,0.354347,0.122587,0.10495,0.581883
19.121632653,0.39313,0.136063,0.101704,0.630897
19.127437642,0.421761,0.137434,0.103664,0.662859
19.133242630,0.379349,0.117323,0.101006,0.597678
19.139047619,0.371536,0.112431,0.104534,0.588502
19.144852608,0.401488,0.141077,0.0803548,0.622919
19.150657596,0.467147,0.165613,0.0678834,0.700644
19.156462585,0.551303,0.184052,0.0422464,0.777602
19.162267574,0.550929,0.167518,0.0456891,0.764136
19.168072562,0.508309,0.142298,0.078419,0.729026
19.173877551,0.389988,0.136323,0.075639,0.60195
19.179682540,0.39153,0.131147,0.100742,0.623419
19.185487528,0.371876,0.12455,0.106261,0.602687
19.191292517,0.398845,0.137129,0.0998861,0.63586
19.197097506,0.441988,0.129011,0.110188,0.681188
19.202902494,0.478066,0.150632,0.0608336,0.689532
19.208707483,0.538744,0.175772,0.0246238,0.739139
19.214512472,0.608343,0.169178,0.00779861,0.785319
19.220317460,0.60272,0.0965281,0.00245048,0.701698
19.226122449,0.556701,0.0567237,0.00600388,0.619428
19.231927438,0.475879,0.05513,0.0314007,0.562409
19.237732426,0.394341,0.0556262,0.0711439,0.521111
19.243537415,0.309453,0.0773535,0.105996,0.492802
19.249342404,0.316152,0.10378,0.10378,0.523712
19.255147392,0.345781,0.111683,0.111683,0.569147
19.260952381,0.340566,0.111578,0.111578,0.563722
19.266757370,0.354347,0.122587,0.10495,0.581883
19.272562358,0.401794,0.148082,0.0915488,0.641425
19.278367347,0.474435,0.153019,0.0933329,0.720787
19.284172336,0.408251,0.101477,0.101477,0.611204
19.289977324,0.397865,0.0875822,0.115194,0.600642
19.295782313,0.324115,0.0542572,0.123073,0.501445
19.301587302,0.237822,0.184613,0.298632,0.721067
19.307392290,0.30458,0.0912657,0.0977328,0.493578
19.313197279,0.311992,0.0984605,0.0984605,0.508913
19.319002268,0.320417,0.323092,0.0915842,0.735093
19.324807256,0.385357,0.133965,0.100136,0.619458
19.330612245,0.398845,0.137129,0.0998861,0.63586
19.336417234,0.398401,0.129737,0.107188,0.635326
19.342222222,0.392435,0.139044,0.0966329,0.628112
19.348027211,0.517836,0.208632,0.0377342,0.764202
19.353832200,0.751171,0.142748,0.0049274,0.898846
19.359637188,0.678831,0.0359698,0.00380532,0.718606
19.365442177,0.488557,0.0335098,0.0108068,0.532874
19.371247166,0.468482,0.0164987,0.00822472,0.493206
19.377052154,0.337974,0.023739,0.0123543,0.374067
19.382857143,0.400756,0.0366108,0.0101784,0.447545
19.388662132,0.414952,0.0291094,0.00637227,0.450433
19.394467120,0.406891,0.0485901,0.0234939,0.478975
19.400272109,0.401066,0.0506904,0.0736377,0.525394
19.406077098,0.390728,0.0819114,0.0819114,0.554551
19.411882086,0.45965,0.110752,0.0557785,0.626181
19.417687075,0.555444,0.0488729,0.0488729,0.65319
19.423492063,0.382641,0.0460562,0.0845854,0.513282
19.429297052,0.369507,0.0647748,0.0503538,0.484635
19.435102041,0.487156,0.0245232,0.0209363,0.532616
19.440907029,0.285442,0.0167915,0.0530789,0.355312
19.446712018,0.298805,0.0290703,0.0336161,0.361492
19.452517007,0.392931,0.0223186,0.0303206,0.44557
19.458321995,0.227244,0.0138893,0.0301319,0.271265
19.464126984,0.308592,0.039435,0.039435,0.387461
19.469931973,0.421869,0.0749177,0.0156379,0.512425
19.475736961,0.478909,0.0497685,0.00226909,0.530947
19.481541950,0.580235,0.021804,0.021804,0.623843
19.487346939,0.35137,0.0289399,0.0248692,0.405179
19.493151927,0.276639,0.0138869,0.0401617,0.330688
19.498956916,0.165742,0.015557,0.0516402,0.232939
19.504761905,0.167421,0.0623239,0.0288774,0.258622
19.510566893,0.481738,0.131737,0.0477259,0.661201
19.516371882,0.429377,0.134565,0.0679108,0.631853
19.522176871,0.446811,0.140649,0.0922685,0.679729
19.527981859,0.490511,0.157285,0.0653512,0.713147
19.533786848,0.510848,0.15782,0.0487494,0.717417
19.539591837,0.552775,0.139399,0.0571956,0.74937
19.545396825,0.460406,0.129625,0.0701202,0.66015
19.551201814,0.423056,0.106975,0.116404,0.646435
19.557006803,0.370901,0.0889705,0.127879,0.58775
19.562811791,0.324531,0.0935489,0.106775,0.524855
19.568616780,0.342834,0.0953511,0.115411,0.553596
19.574421769,0.299467,0.283971,0.3149,0.898337
19.580226757,0.384249,0.122965,0.0883866,0.595601
19.586031746,0.426656,0.111021,0.0915794,0.629256
19.591836735,0.433039,0.12538,0.076899,0.635319
19.597641723,0.508504,0.129811,0.077193,0.715507
19.603446712,0.412369,0.11149,0.102099,0.625957
19.609251701,0.372336,0.100594,0.100594,0.573525
19.615056689,0.41147,0.120778,0.0927682,0.625016
19.620861678,0.440673,0.116889,0.0970453,0.654608
19.626666667,0.383185,0.0911582,0.100209,0.574552
19.632471655,0.394209,0.110662,0.101698,0.606569
19.638276644,0.417536,0.106238,0.096643,0.620418
19.644081633,0.365603,0.0997427,0.0910319,0.556377
19.649886621,0.368953,0.125788,0.0750664,0.569807
19.655691610,0.455622,0.146773,0.0775387,0.679934
19.661496599,0.394029,0.135776,0.0847355,0.61454
19.667301587,0.386615,0.150642,0.0752529,0.61251
19.673106576,0.4133,0.161895,0.0738112,0.649006
19.678911565,0.432751,0.177814,0.0604511,0.671016
19.684716553,0.441065,0.183695,0.0599958,0.684757
19.690521542,0.441065,0.183695,0.0599958,0.684757
19.696326531,0.420671,0.171923,0.0712329,0.663828
19.702131519,0.417863,0.165688,0.0769898,0.660541
19.707936508,0.402938,0.15777,0.0800538,0.640761
19.713741497,0.386613,0.147038,0.0838483,0.6175
19.719546485,0.406437,0.156455,0.0781566,0.641048
19.725351474,0.393223,0.155953,0.0711019,0.620278
19.731156463,0.451372,0.197124,0.0360023,0.684498
19.736961451,0.598089,0.220661,0.00703549,0.825785
19.742766440,0.624938,0.116349,7.79782e-5,0.741366
19.748571429,0.465807,0.0619651,0.527772
19.754376417,0.247147,0.00718759,0.254335
19.760181406,0.0964798,0.00653895,0.103019
19.765986395,0.0280712,0.000154356,0.0282256
19.771791383,0.131033,0.131033
19.777596372,0.044547,0.044547
19.783401361,0.0101168,0.0101168
19.789206349,0
19.795011338,0
19.800816327,0
19.806621315,0
19.812426304,0
19.818231293,0
19.824036281,0
19.829841270,0
19.835646259,0
19.841451247,0
19.847256236,0
19.853061224,0
19.858866213,0
19.864671202,0.01,0.01
19.870476190,0.00121402,0.0150547,0.0162687
19.876281179,0.0427713,0.00168623,0.0444575
19.882086168,0.431768,0.0548156,0.486584
19.887891156,0.525327,0.0854624,0.610789
19.893696145,0.427631,0.0872196,0.514851
19.899501134,0.522187,0.0146856,0.536873
19.905306122,0.28098,0.00118861,0.282169
19.911111111,0.164785,1.19982e-5,0.164797
19.916916100,0.131009,2.39906e-5,0.131033
19.922721088,0.147064,1.19979e-5,0.147076
19.928526077,0.103542,0.103542
19.934331066,0.0208742,0.0208742
19.940136054,0.0101554,0.0101554
19.945941043,0.0102703,0.0102703
19.951746032,0.0105831,0.0105831
19.957551020,0.0141668,8.45026e-5,0.0142513
19.963356009,0.0634712,0.000451361,0.0639225
19.969160998,0.0805108,0.000927373,0.0814382
19.974965986,0.123031,0.0400144,0.163045
19.980770975,0.282167,0.0898586,0.372025
19.986575964,0.59289,0.105451,0.698341
19.992380952,0.598865,0.0272191,0.626084
19.998185941,0.466431,0.0265494,0.49298
20.003990930,0.394403,0.0195795,0.413982
20.009795918,0.40003,0.0144372,0.414468
20.015600907,0.204954,0.000745326,0.205699
20.021405896,0.16331,0.00147355,0.164783
20.027210884,0.278704,0.00342681,0.28213
20.033015873,0.178194,0.00589999,0.184094
20.038820862,0.182862,0.0635366,0.246399
20.044625850,0.38275,0.130608,0.513358
20.050430839,0.395181,0.145961,0.541142
20.056235828,0.448089,0.201118,0.649207
20.062040816,0.519387,0.249708,0.769096
20.067845805,0.531098,0.245594,0.776692
20.073650794,0.490128,0.233063,0.723192
20.079455782,0.515859,0.231211,0.74707
20.085260771,0.548369,0.213774,0.762144
20.091065760,0.564368,0.193103,0.757471
20.096870748,0.598956,0.180802,0.779757
20.102675737,0.547272,0.198141,0.745413
20.108480726,0.462549,0.199467,0.662016
20.114285714,0.416694,0.440871,0.857565
20.120090703,0.457649,0.477033,0.934682
20.125895692,0.490128,0.233063,0.723192
20.131700680,0.513573,0.24031,0.753883
20.137505669,0.687443,0.182103,0.869546
20.143310658,0.566523,0.0147506,0.581273
20.149115646,0.365784,0.0122208,0.378005
20.154920635,0.357926,0.019385,0.377311
20.160725624,0.280724,0.0280996,0.308823
20.166530612,0.354179,0.100303,0.454482
20.172335601,0.479586,0.138306,0.617891
20.178140590,0.55038,0.155979,0.706359
20.183945578,0.576033,0.168381,0.744414
20.189750567,0.542596,0.180874,0.72347
20.195555556,0.525942,0.18606,0.712001
20.201360544,0.596602,0.133177,0.729779
20.207165533,0.487926,0.0448322,0.532759
20.212970522,0.423939,0.0605226,0.484462
20.218775510,0.462033,0.030406,0.492439
20.224580499,0.250333,0.00415039,0.254483
20.230385488,0.222936,0.00598463,0.22892
20.236190476,0.20288,0.00278184,0.205662
20.241995465,0.180112,0.00409379,0.184205
20.247800454,0.353754,0.0521491,0.405903
20.253605442,0.409176,0.142082,0.551258
20.259410431,0.55038,0.155979,0.706359
20.265215420,0.534392,0.162559,0.696951
20.271020408,0.581587,0.141199,0.722786
20.276825397,0.718783,0.0839098,0.802693
20.282630385,0.68281,0.109935,0.792745
20.288435374,0.552289,0.129329,0.681618
20.294240363,0.566387,0.121559,0.687946
20.300045351,0.464984,0.144133,0.609116
20.305850340,0.508028,0.125118,0.633145
20.311655329,0.662617,0.0909036,0.753521
20.317460317,0.58361,0.0407209,0.624331
20.323265306,0.521682,0.117925,0.639607
20.329070295,0.477638,0.113971,0.591609
20.334875283,0.409173,0.121174,0.530347
20.340680272,0.416538,0.175608,0.592146
20.346485261,0.547272,0.198141,0.745413
20.352290249,0.531928,0.217063,0.748991
20.358095238,0.540085,0.237973,0.778058
20.363900227,0.5262,0.239382,0.765582
20.369705215,0.540085,0.237973,0.778058
20.375510204,0.530423,0.229523,0.759947
20.381315193,0.545928,0.227219,0.773147
20.387120181,0.57921,0.220509,0.799719
20.392925170,0.548369,0.213774,0.762144
20.398730159,0.596716,0.216015,0.812731
20.404535147,0.653773,0.178212,0.831985
20.410340136,0.640181,0.136648,0.776829
20.416145125,0.591297,0.0725934,0.663891
20.421950113,0.58361,0.0407209,0.624331
20.427755102,0.483845,0.0105071,0.494352
20.433560091,0.21863,0.00996977,0.2286
20.439365079,0.144794,0.0022451,0.147039
20.445170068,0.0479701,0.000850177,0.000850177,0.000409907,0.0500804
20.450975057,0.0226977,0.000261964,0.0229596
20.456780045,0.00497833,0.0158483,2.58913e-5,0.0208525
20.462585034,0.044547,0.044547
20.468390023,0.0108565,0.0206394,0.0314959
20.474195011,0.0359975,0.0452766,8.83151e-5,0.0813624
20.480000000,0.0698818,0.0263486,0.000113102,0.0963435
20.485804989,0.130089,0.000937345,0.131026
20.491609977,0.14523,0.00182239,0.147052
20.497414966,0.146619,0.000455972,0.147075
20.503219955,0.249437,0.00501262,0.25445
20.509024943,0.180371,0.000717813,0.000909931,0.00221844,0.184217
20.514829932,0.333452,9.37943e-7,0.0103024,0.343755
20.520634921,0.183499,3.36897e-5,2.3781e-5,0.000744146,0.184301
20.526439909,0.0638305,7.97188e-6,8.76906e-5,0.0639261
20.532244898,0.103469,4.69275e-5,2.3963e-5,1.99691e-6,0.103542
20.538049887,0.049995,0.000205885,0.0502009
20.543854875,0.0314959,0.0314959
20.549659864,0.0352638,0.0352638
20.555464853,0.103424,0.000117706,0.103542
20.561269841,0.200652,0.00271855,0.00220389,0.205574
20.567074830,0.404507,0.0236759,0.0202129,0.448395
20.572879819,0.478588,0.0693621,0.0693621,0.617312
20.578684807,0.419794,0.0693579,0.0693579,0.55851
20.584489796,0.570767,0.0874647,0.658232
20.590294785,0.579222,0.0532103,0.0607927,0.693225
20.596099773,0.570378,0.0518311,0.622209
20.601904762,0.583609,0.0407208,8.64468e-7,0.624331
20.607709751,0.404142,6.15911e-5,0.000111811,0.0104079,1.89511e-6,0.414725
20.613514739,1.13344e-5,0.000111455,0.216822,0.00681507,0.00466322,0.228423
20.619319728,0.000424736,6.01477e-5,0.153133,0.000643061,0.000303977,0.0094053,0.163971
20.625124717,3.30781e-5,0.000446554,0.179532,0.000111688,0.00406619,0.184189
20.630929705,1.13953e-5,0.242114,0.0118094,0.253934
20.636734694,0.462033,0.030406,0.492439
20.642539683,0.516443,0.0200453,0.536489
20.648344671,0.554443,0.0644688,0.618912
20.654149660,0.502611,0.0999536,0.602565
20.659954649,0.521682,0.117925,0.639607
20.665759637,0.739136,0.0276867,0.766822
20.671564626,0.618332,0.0089137,0.627246
20.677369615,0.220281,0.0084616,0.228743
20.683174603,0.146329,0.000742919,0.147072
20.688979592,0.022965,0.022965
20.694784580,4.88263e-6,0.010201,0.0102059
20.700589569,1.18661e-5,4.64754e-5,0.0151164,0.0151747
20.706394558,0.000332423,0.0148423,0.0151747
20.712199546,3.38372e-5,2.38851e-5,0.0229023,4.95224e-6,0.022965
20.718004535,0.0445231,2.3967e-5,0.044547
20.723809524,0.0720792,8.77539e-5,0.0721669
20.729614512,0.114287,0.00222405,0.116511
20.735419501,0.208981,0.068344,0.277325
20.741224490,0.476767,0.161472,0.638239
20.747029478,0.598956,0.180802,0.779757
20.752834467,0.566147,0.148832,0.714979
20.758639456,0.624753,5.87835e-7,0.14521,0.769963
20.764444444,0.669277,1.35063e-6,0.118899,0.788178
20.770249433,9.5403e-7,0.598721,0.000142897,0.027206,0.626071
20.776054422,6.45931e-5,6.45931e-5,0.341975,0.000581648,0.000205404,0.00118403,0.344075
20.781859410,0.000269201,6.40955e-5,0.409319,0.000202252,0.00508254,0.414937
20.787664399,0.000928589,0.00226392,0.33579,7.61137e-6,0.00497308,0.343963
20.793469388,0.000245979,0.341632,0.0329673,0.374845
20.799274376,0.68281,0.109935,0.792745
20.805079365,0.406511,0.0723282,0.47884
20.810884354,0.210006,0.0365666,0.246572
20.816689342,0.286633,0.0692692,0.355902
20.822494331,0.277789,0.0735503,0.351339
20.828299320,0.447056,0.103399,0.550455
20.834104308,0.521682,0.117925,0.639607
20.839909297,0.559443,0.0951303,0.654573
20.845714286,0.4702,1.30117e-6,0.090081,0.560282
20.851519274,0.465602,8.83334e-5,0.0619097,0.000117528,0.527718
20.857324263,2.95311e-5,0.707142,0.000156915,0.000267811,0.0922297,0.799826
20.863129252,0.0030988,0.474302,0.00406245,0.0488046,0.530268
20.868934240,0.0032217,0.000688334,0.53352,0.00100725,0.0395718,0.578009
20.874739229,0.000314838,0.00205842,0.403109,2.67421e-5,0.0428432,0.448352
20.880544218,0.367141,0.069988,0.437129
20.886349206,0.525327,0.0854624,0.610789
20.892154195,0.4232,0.137559,0.560758
20.897959184,0.509491,0.190503,0.699994
20.903764172,0.493364,0.194203,0.687567
20.909569161,0.592577,0.161172,0.753749
20.915374150,0.616197,0.173617,0.789814
20.921179138,0.338143,0.0859442,0.424087
20.926984127,0.387174,0.025959,0.413133
20.932789116,0.0476033,0.014976,0.0625793
20.938594104,7.23013e-7,0.0389852,0.00813185,0.0471177
20.944399093,8.64186e-5,0.039055,0.000442651,0.0395841
20.950204082,8.56908e-5,0.020586,0.000197227,0.0208689
20.956009070,0.00329999,0.0605944,2.99678e-5,0.0639244
20.961814059,0.00177442,0.00220002,0.0875642,0.000318955,0.0918576
20.967619048,0.00730536,0.176615,4.29841e-5,0.000324667,0.184288
20.973424036,0.00330818,0.294065,0.0137793,0.311153
20.979229025,0.0096818,0.130669,0.00593509,0.146286
20.985034014,6.39367e-5,0.181425,0.0027701,0.184259
20.990839002,0.219729,0.0299513,0.24968
20.996643991,0.124504,0.0299605,0.154465
21.002448980,0.363505,0.0143327,0.377837
21.008253968,0.0994347,0.00393047,0.103365
21.014058957,0.0282421,0.00705063,0.0352928
21.019863946,0.0560523,0.000574542,0.0566268
21.025668934,0.0130743,0.000359094,0.0134334
21.031473923,0.0214979,0.00292841,0.0244263
21.037278912,0.0501779,2.39717e-5,0.0502019
21.043083900,0.02818,4.67609e-5,0.0282268
21.048888889,0.000155624,0.000206177,0.0808179,0.000268237,0.0814479
21.054693878,0.000352513,0.0717272,8.67714e-5,0.0721664
21.060498866,1.17431e-5,6.36084e-5,0.0799054,0.00143837,0.0814191
21.066303855,5.85465e-5,1.08086e-5,0.186095,0.0176155,0.20378
21.072108844,2.29795e-5,0.473781,0.0199058,0.49371
21.077913832,1.1687e-5,0.481822,0.0124218,0.494256
21.083718821,0.425762,0.0262705,0.452032
21.089523810,0.438993,0.0493269,0.48832
21.095328798,0.437154,0.132425,0.569579
21.101133787,0.440147,0.187632,0.62778
21.106938776,0.498283,1.00421e-6,6.69473e-7,0.208746,0.70703
21.112743764,0.554443,0.0644688,0.618912
21.118548753,0.661172,0.0125992,0.673771
21.124353741,0.275986,0.0060501,0.282036
21.130158730,3.36489e-5,0.102566,0.000932438,0.103533
21.135963719,4.92021e-6,4.625e-5,0.0134238,4.8417e-6,0.0134798
21.141768707,0.0101554,0.0101554
21.147573696,0.0118533,0.0118533
21.153378685,1.99581e-6,0.0109405,0.0109425
21.159183673,0.0904,0.00144889,0.0918489
21.164988662,0.190398,0.061241,0.251639
21.170793651,0.249776,0.0843158,0.334092
21.176598639,0.55038,0.155979,0.706359
21.182403628,0.55038,0.155979,0.706359
21.188208617,0.502378,0.232362,0.734739
21.194013605,0.490128,0.233063,0.723192
21.199818594,0.474147,0.223766,0.697913
21.205623583,0.487134,0.222919,0.710053
21.211428571,0.56535,0.209736,0.775087
21.217233560,0.717074,0.0474747,0.764548
21.223038549,0.329974,0.0674649,0.397438
21.228843537,0.330975,0.0414493,0.372424
21.234648526,0.142802,0.0317712,0.174573
21.240453515,0.0511888,0.133116,0.184304
21.246258503,0.13147,0.0546087,0.186079
21.252063492,0.068345,0.18621,0.254555
21.257868481,0.0870078,0.0390902,0.126098
21.263673469,0.0591647,0.0197998,0.0789644
21.269478458,0.0096646,0.0255992,0.0352638
21.275283447,0.0699777,0.0161269,0.0861045
21.281088435,0.0734338,0.0913636,0.164797
21.286893424,0.320097,0.40097,0.721067
21.292698413,0.531928,0.217063,0.748991
21.298503401,0.722761,0.164101,0.886863
21.304308390,0.725555,0.111796,0.837351
21.310113379,0.623673,0.0465954,0.670268
21.315918367,0.562757,0.0579761,0.620733
21.321723356,0.502611,0.0999536,0.602565
21.327528345,0.458886,0.0968246,0.55571
21.333333333,0.446127,0.169942,0.61607
21.339138322,0.502199,0.173764,0.675963
21.344943311,0.43552,0.153937,0.589457
21.350748299,0.440147,0.187632,0.62778
21.356553288,0.516156,0.219643,0.7358
21.362358277,0.581638,0.187314,0.768951
21.368163265,0.514106,0.205943,0.720049
21.373968254,0.425771,0.189389,0.61516
21.379773243,0.498285,0.208747,0.707032
21.385578231,0.501182,0.221572,0.722754
21.391383220,0.462549,0.199467,0.662016
21.397188209,0.516156,0.219643,0.7358
21.402993197,0.468771,0.21239,0.681161
21.408798186,0.442899,0.213881,0.65678
21.414603175,0.544,0.244496,0.788495
21.420408163,0.642734,0.224751,0.867484
21.426213152,0.640181,0.136648,0.776829
21.432018141,0.405303,0.0994496,0.504752
21.437823129,0.50901,0.0267987,0.535809
21.443628118,0.25524,0.024316,0.279556
21.449433107,0.0934677,0.0260675,0.119535
21.455238095,0.30788,0.0323532,0.340233
21.461043084,0.152723,0.01115,0.163873
21.466848073,0.145755,0.0167408,0.162496
21.472653061,0.288475,0.0217312,0.310206
21.478458050,0.265857,0.0392158,0.305073
21.484263039,0.277789,0.0735503,0.351339
21.490068027,0.490377,0.107071,0.597449
21.495873016,0.422122,0.115661,0.537783
21.501678005,0.466431,0.0265494,0.49298
21.507482993,0.715879,0.00515174,0.72103
21.513287982,0.28098,0.00118861,0.282169
21.519092971,0.0621171,0.00174967,0.0638668
21.524897959,0.044544,2.99948e-6,0.044547
21.530702948,0.0190217,6.4089e-5,0.0190858
21.536507937,0.0160674,0.00019498,0.0162623
21.542312925,0.0717114,0.000452363,0.0721638
21.548117914,0.0351497,0.00378681,0.0389365
21.553922902,0.0480276,0.0179559,0.0659835
21.559727891,0.198827,0.0432248,0.242052
21.565532880,0.232651,0.0588116,0.291462
21.571337868,0.352417,0.167458,0.519875
21.577142857,0.515859,0.231211,0.74707
21.582947846,0.5262,0.239382,0.765582
21.588752834,0.490128,0.233063,0.723192
21.594557823,0.502378,0.232362,0.734739
21.600362812,0.605155,0.225961,0.831116
21.606167800,0.277064,0.304603,0.581667
21.611972789,0.251353,0.111098,0.362451
21.617777778,0.137461,0.144712,0.282174
21.623582766,0.148473,0.229958,0.37843
21.629387755,0.31912,0.128967,0.448088
21.635192744,0.184627,0.0841509,0.268778
21.640997732,0.295006,0.132171,0.427177
21.646802721,0.330415,0.14207,0.472485
21.652607710,0.493966,0.131941,0.625907
21.658412698,0.581587,0.141199,0.722786
21.664217687,0.34266,0.10495,0.44761
21.670022676,0.384055,0.0589448,0.443
21.675827664,0.12919,0.00181596,0.131006
21.681632653,0.152723,0.01115,0.163873
21.687437642,0.226793,0.00227307,0.229066
21.693242630,0.0812429,0.000206806,0.0814497
21.699047619,0.0266046,0.00379551,0.0304001
21.704852608,0.0475292,0.0024983,0.0500275
21.710657596,0.0350506,0.00692392,0.0419746
21.716462585,0.0773512,0.204823,0.282174
21.722267574,0.287269,0.340107,0.627376
21.728072562,0.255071,0.282227,0.537298
21.733877551,0.370573,0.39732,0.767892
21.739682540,0.468771,0.21239,0.681161
21.745487528,0.455319,0.213364,0.668683
21.751292517,0.434324,0.500358,0.934682
21.757097506,0.381315,0.149176,0.530492
21.762902494,0.34266,0.10495,0.44761
21.768707483,0.306099,0.0991876,0.405287
21.774512472,0.409173,0.121174,0.530347
21.780317460,0.283449,0.132919,0.416367
21.786122449,0.337431,0.476276,0.813707
21.791927438,0.566387,0.121559,0.687946
21.797732426,0.720317,0.000749432,0.721067
21.803537415,0.343629,0.000457754,0.344087
21.809342404,0.0719597,0.000206629,0.0721664
21.815147392,0.0813853,6.48831e-5,0.0814502
21.820952381,0.022965,0.022965
21.826757370,0.0151747,0.0151747
21.832562358,0.0118533,0.0118533
21.838367347,0.0104544,0.0104544
21.844172336,0.0001365,0.0101338,0.0102703
21.849977324,0.000421947,0.0147528,0.0151747
21.855782313,0.0407261,0.00340581,0.0441319
21.861587302,0.00864549,0.0415564,0.0502019
21.867392290,0.0747129,0.0136215,0.0883345
21.873197279,0.184186,0.000117842,0.184304
21.879002268,0.0118533,0.0118533
21.884807256,0.0190862,0.0190862
21.890612245,0.0282029,2.39375e-5,0.0282269
21.896417234,0.0250534,0.000339336,0.0253928
21.902222222,0.164996,0.0172072,0.182204
21.908027211,0.338941,0.00506876,0.34401
21.913832200,0.320379,0.022057,0.342436
21.919637188,4.06655e-6,0.438047,0.0808689,0.51892
21.925442177,0.701995,0.060272,0.762267
21.931247166,0.302803,0.0362721,0.339075
21.937052154,8.78063e-7,0.145754,0.0167406,0.162496
21.942857143,0.180859,0.00337875,0.184238
21.948662132,2.9139e-6,0.0345317,0.000708513,0.0352431
21.954467120,0.054423,0.00210813,0.0565311
21.960272109,0.115813,0.000740629,0.116554
21.966077098,1.99989e-6,0.044545,0.044547
21.971882086,0.0314959,0.0314959
21.977687075,0.0253954,4.99679e-6,0.0254004
21.983492063,0.0190862,0.0190862
21.989297052,0.0122517,4.51528e-5,0.0122969
21.995102041,0.0206078,0.000259919,0.0208678
22.000907029,0.050168,3.39431e-5,0.0502019
22.006712018,0.0621171,0.00174967,0.0638668
22.012517007,0.041351,0.050524,0.091875
22.018321995,8.49966e-6,0.123507,1.49994e-6,0.131037,0.254555
22.024126984,4.61885e-6,0.142621,0.201461,0.344087
22.029931973,5.05976e-5,0.158073,5.05976e-5,0.220256,0.37843
22.035736961,2.81534e-6,0.676884,1.76137e-6,0.0414846,0.718374
22.041541950,0.109958,0.0174663,0.127424
22.047346939,0.0597243,0.00999215,0.0697165
22.053151927,0.0369816,0.00238437,0.039366
22.058956916,0.00507319,0.0301906,0.0352638
